"A"	"B"	"A0"	"D"	"E"	"F"	"G"	"H"	"I"	"C"	"AA"	"AB"	"AC"
"AATK"	0	0	0	0	0	0	0	0	0.125	0	0	0	0
"AP2A2"	0.222222222222222	0.214285714285714	0	2.14285714285714	0	0	0	0	0.125	0.0714285714285714	0	0	0
"ANKRD37"	0	3.78571428571429	0	6.28571428571429	0	0	0	0	7	0	44	0.285714285714286	0
"ACADM"	63.5555555555556	86.2142857142857	2	35.9285714285714	0.7	49.625	151.636363636364	9.15384615384615	20	60.0714285714286	34.2	194.428571428571	0
"AGAP1"	0	0	0	0	41.4	0	5.81818181818182	0	4.1875	0	11.4	69	112
"AKT2"	6.55555555555556	0	0	17.7857142857143	0	45.75	0	2.76923076923077	0	0	0	0	0.333333333333333
"ARGLU1"	55.5555555555556	15.2142857142857	52.7142857142857	31.3571428571429	90.6	77.75	128.090909090909	15.1538461538462	59.5	66.5714285714286	75.2	116.285714285714	16.6666666666667
"AVPI1"	0	0	0	0	0	11.75	0	0	3.625	0	0	0	0
"ADRB3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BPIFC"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATRX"	135.666666666667	151.357142857143	60.5714285714286	71.0714285714286	82.4	47.875	87.2727272727273	21.9230769230769	81.1875	116.428571428571	20.8	111.285714285714	77.3333333333333
"BAHCC1"	0	0	0	4.92857142857143	2.7	13.25	3.27272727272727	17.6923076923077	3.125	0.142857142857143	11.2	9.57142857142857	0
"ARL5B"	18.7777777777778	0	0	31.5	0	0	0	5.46153846153846	10.6875	0	0	0	0
"APOA1"	0	0	0.142857142857143	0	0	0	0	0	0	0	0	3.28571428571429	0
"ARMC2"	0	21.8571428571429	0	1.42857142857143	0	0	0	4.84615384615385	4.0625	0	0.8	0	0
"BBS4"	0	1.21428571428571	0	28.2142857142857	0	0	2.18181818181818	2.76923076923077	63	0	0	0	0.333333333333333
"B3GALNT2"	5.22222222222222	1.14285714285714	43.5714285714286	7.85714285714286	35.7	0	38.0909090909091	7.61538461538461	20.6875	13.7142857142857	0	0	23.3333333333333
"C16orf79"	0	0	0	0.357142857142857	0	0	0	0	0	0	0	0	0
"BOLA3-AS1"	0	9.28571428571429	0	14.4285714285714	0	46.75	0	0	25.1875	0	7.4	0	0
"ACAP3"	9	2.71428571428571	0	0	0	0	0	0	0	0	5.8	0.285714285714286	0
"AHCTF1"	0	0.0714285714285714	7	9.78571428571429	20.4	0.125	0	1.15384615384615	1.6875	0	29	0	18
"ALG5"	27.1111111111111	67.7142857142857	0	82.2857142857143	0	0	49	52.8461538461538	64	112.571428571429	0.6	106.571428571429	64
"BNIP3L"	71.8888888888889	269.428571428571	41.2857142857143	15.8571428571429	0	2.875	37.4545454545455	5.92307692307692	68.375	56.7142857142857	110	4.71428571428571	16
"ANKLE1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATAD3A"	0	0	0	0	0	0	0	0	0	0	0	5.71428571428571	0
"ARX"	0	33.4285714285714	0	0	0	0	0	0	0	0	41.2	0	113.666666666667
"ANKRD34B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADIPOQ"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BLM"	0	0	0	0	79.1	0	0	42.6153846153846	0	0.0714285714285714	0	39.4285714285714	0
"ATG13"	7.44444444444444	15.0714285714286	0	6	0	0	0	25.3846153846154	27.5	13.8571428571429	4.6	6.14285714285714	0
"ARID4B"	18	227.785714285714	0	10.2142857142857	196.7	43	11.9090909090909	72.9230769230769	40.375	83.2857142857143	3.4	3.85714285714286	53
"ABL1"	0	18.2142857142857	6.14285714285714	19.2857142857143	9.9	139.375	0	30.6153846153846	14.75	24.3571428571429	31.4	57.4285714285714	0
"BRMS1"	0	5.92857142857143	0	1	0	0	0	15.7692307692308	27.125	0	42.2	25.7142857142857	0
"AMZ2"	8.88888888888889	12.1428571428571	0	30.9285714285714	22.9	0	96.6363636363636	12.0769230769231	156.625	0.714285714285714	178.8	8.14285714285714	265
"C10orf129"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADNP2"	0	4.35714285714286	0	16.7142857142857	2.2	25.875	0	14.6153846153846	14.25	0.0714285714285714	12.2	47.1428571428571	0
"ACTA1"	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0
"ARHGEF35"	0	3.42857142857143	0	0.285714285714286	0	0	0	1.53846153846154	13.5625	0	0	0	0
"C12orf51"	68.8888888888889	115.357142857143	0	26.2142857142857	47.1	37	17.2727272727273	30.3846153846154	7	0	59.8	21	0
"ACTL9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BMP8A"	0	0	90	0	91.2	0	0	0	0.0625	11.7142857142857	0	0	0
"ART5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACBD5"	1	28.6428571428571	48.2857142857143	1.42857142857143	0.1	6.625	0	40.4615384615385	8.375	0	0	0	0
"ADAMTSL1"	1.33333333333333	0	0	4.35714285714286	0	15.75	2.54545454545455	0	6.0625	7.14285714285714	0	4	21.3333333333333
"AMPD2"	114.333333333333	0	0	0	0	0	4	0	1.3125	0	0.4	0	0
"C11orf73"	47.2222222222222	129.357142857143	80	53.1428571428571	112.4	3.125	48.9090909090909	49.4615384615385	57.5	61.5	26.8	17.8571428571429	64.3333333333333
"C12orf56"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AP5B1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCA5"	61.6666666666667	141.357142857143	0	29.7857142857143	0	0	0	27.6153846153846	2.5625	35	115	0	27.3333333333333
"ART3"	0	0	0	11.6428571428571	0	7.625	0	0	43.25	0	0	0	0
"AHSP"	0	129.714285714286	0	0	0	0	0	0	0	0	0	0	0
"C10orf67"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKAR"	9.44444444444444	0	0	0	0	0	0	0.0769230769230769	11.6875	1.5	0	14.1428571428571	0
"AVEN"	9	0	54.1428571428571	8.28571428571429	0	0	0	10.2307692307692	0.0625	20.3571428571429	8.8	25.4285714285714	0
"ABCB9"	0	0	0	0	8.6	0	0	0	0	0	0	0	0
"AKAP14"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BOLL"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCC11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AHI1"	68.2222222222222	41.2857142857143	2	19	0.1	47.75	0	19.3076923076923	3.3125	22.0714285714286	40.6	2.28571428571429	3.66666666666667
"BSCL2"	7.66666666666667	3.5	0	7.28571428571429	0	0	1.54545454545455	8.46153846153846	1.125	0	0.2	6.14285714285714	0
"ADAM11"	0	0	0	0.642857142857143	0	0	0	0	0	0	0	0	0
"ANKRD18DP"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATXN8OS"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRD7P3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf5"	6.55555555555556	0	0	0.428571428571429	48.5	0	0.545454545454545	4.61538461538461	0	0	0	0	5.33333333333333
"ALG12"	29.6666666666667	2.92857142857143	0	9.14285714285714	18.5	24	0	2.69230769230769	2.8125	1.14285714285714	0.2	0	16.6666666666667
"ATRIP"	1.44444444444444	0	0	1.14285714285714	46	0	0	0	0	8.35714285714286	0	0	0
"BEND2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP6V0CP3"	0	0	0	0	0	0	0.181818181818182	0	0	0	0	0	0
"AMIGO2"	11.6666666666667	22.8571428571429	0	0	0	0	0	0	11.0625	0	37	0	5
"BRE"	28.6666666666667	6.85714285714286	131.142857142857	61	0	97.375	47.3636363636364	35.1538461538462	20.5625	0	10.6	0	112.666666666667
"AS3MT"	0	1.07142857142857	0	3.14285714285714	0	0	0	13.5384615384615	2.6875	0	0	0	0
"ATP11C"	0.111111111111111	0	0	4.35714285714286	4.3	0	118.272727272727	0	20.3125	0	0	0	0
"ATP5G2"	208.888888888889	214.571428571429	383.142857142857	335.857142857143	401.2	123.5	191.727272727273	352.230769230769	414.5	232.5	211.4	174.714285714286	456
"AOC3"	0	0	0	0	14.4	0	0	0	0	11.1428571428571	0	1.28571428571429	0
"BIK"	28.8888888888889	11.1428571428571	0	1.42857142857143	0	0	0	23.8461538461538	0	0	4.2	0	0
"B3GALTL"	1.22222222222222	0	0	3.71428571428571	1.3	0.375	0	0	10.875	0.357142857142857	0	48.4285714285714	0
"AXL"	4.55555555555556	0	75.8571428571429	0.571428571428571	179.4	50.375	0	0	11.4375	91.0714285714286	0	50.1428571428571	0
"C16orf96"	0	0	0	0	0	0	0	0	0	0	20	0	0
"C12orf68"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANO1"	0	0	5.28571428571429	0	0	55.625	0	0	0	50.2142857142857	0	105.285714285714	0
"ACOT4"	0	0.785714285714286	0	0	0	0	0	0	0	0	0	0	0
"C11orf42"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD20A11P"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANGEL2"	2.66666666666667	0	30.1428571428571	1.78571428571429	0.1	0	0	0	31	0.0714285714285714	72.2	5.42857142857143	0
"ALS2CR12"	0	1.14285714285714	0	0	0	0	27.8181818181818	0	0	0	0	0	0
"C17orf101"	0	0	0	4.71428571428571	42.6	0	32.8181818181818	4.38461538461539	0	23.1428571428571	0	31.2857142857143	0
"AGBL1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATMIN"	20.5555555555556	4.14285714285714	54	10.9285714285714	40.4	24.75	0	0	10	0	0.6	0	10.6666666666667
"AQP1"	0	0	0	0	0	0	92.6363636363636	0	19.25	0	0	0	0
"AMN1"	0	110.142857142857	0	12.3571428571429	0	68.25	29.1818181818182	49.6923076923077	10.4375	0	0	0	0
"ADRBK2"	6.55555555555556	0	0	6.71428571428571	0	168.875	0	3.15384615384615	43.25	12.9285714285714	47.4	75.7142857142857	0.333333333333333
"BPIFA2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP26"	11.8888888888889	20.9285714285714	0	0.142857142857143	16.3	0	0	0	2.375	35.2142857142857	0	249.857142857143	0
"BIRC2"	31.5555555555556	0.5	0	44.0714285714286	0.7	0	1	140	45.4375	10.3571428571429	0	40.2857142857143	0
"AIM1L"	0	0	0	0	0	0	0	1.07692307692308	0	0	0	0	0
"C16orf62"	84.4444444444444	7.78571428571429	0	3.21428571428571	0	0	11.6363636363636	15.5384615384615	5.125	0	13.4	0	0
"C14orf28"	0	0	0	0.142857142857143	0	0	0	0.923076923076923	0	0	0	0	0
"BPIFA1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABI2"	7.55555555555556	104.642857142857	2.85714285714286	28.3571428571429	96.6	0.125	0	14.2307692307692	27.5625	0	105.4	18.4285714285714	233
"AMY2B"	0.555555555555556	0	27.1428571428571	4.14285714285714	0	0	0	2.46153846153846	0.5	0	0	0	5
"ADRA2A"	22.6666666666667	13.0714285714286	0	8.5	24	0	0	37.1538461538462	31.375	0	0	0	0
"C10orf58"	88.6666666666667	225	0	32.2142857142857	108.2	0	127.818181818182	59	51.125	38.1428571428571	164.4	11.5714285714286	400.666666666667
"ATP1A1"	13.4444444444444	20.9285714285714	0	24.2857142857143	0	0	0	15.7692307692308	93.1875	0	0	0	89.3333333333333
"BNIP2"	9.22222222222222	0.428571428571429	0	19	0	3.625	72.6363636363636	0.230769230769231	66.375	5.5	0	8.42857142857143	110
"ARHGAP42"	0	0.0714285714285714	92.5714285714286	0	0	22.375	0	0	0.0625	15.1428571428571	0	0	0
"BZRAP1"	0	2.35714285714286	0	3.57142857142857	0	0	0	0	1.125	0	19.2	0	0
"AQP12B"	0	0	0	13.7142857142857	0	0	0	11.2307692307692	0	0	0	0	0
"ANKRD19P"	0.666666666666667	0	0	0	1.7	0	3.18181818181818	0	13.875	0.0714285714285714	0	6.71428571428571	0
"ANKFY1"	1	23.9285714285714	0	6	0	0	0	30.8461538461538	0	14.9285714285714	0	1.14285714285714	0
"AGFG1"	18.2222222222222	2.92857142857143	0	4.78571428571429	0.1	24.25	0	4.53846153846154	0	0	0	0	19.6666666666667
"ALDH1A2"	0	0	0	0	0	0	0	0	0	83.3571428571429	0	0	0
"ATP6V1E1"	8.55555555555556	63.4285714285714	36.1428571428571	46.5	2.9	0.625	90.5454545454545	9.53846153846154	0	0	22	104.142857142857	212.666666666667
"ACER3"	0.111111111111111	7.78571428571429	0	0	57.4	0	0	0.230769230769231	0.0625	0	0	0	0
"ABCC6"	30.1111111111111	0	0	9.92857142857143	0	0	0	24.8461538461538	0	0	0	0	0
"ADAT2"	5.33333333333333	0.928571428571429	0	0	0	0	30.3636363636364	19	2.625	0	0	0	0
"ARHGAP27"	0	0	0	0	0	0	0.727272727272727	0	16.8125	0.0714285714285714	0	0	0
"BIRC5"	0.111111111111111	0	0	15.2857142857143	0	0	0	7	18.625	0	0	151.428571428571	0
"ARL6IP1"	244.777777777778	231.714285714286	75.4285714285714	288.428571428571	75.1	30.5	51.6363636363636	298.230769230769	294.9375	2.92857142857143	300	263.142857142857	0
"ALG9"	16.2222222222222	4.21428571428571	2.85714285714286	38.4285714285714	0	0	0	0	52.5625	58.8571428571429	0	3.57142857142857	70.3333333333333
"ADCY10"	0	0	0	0	0	0	8.72727272727273	0	0	0.785714285714286	0	0	0
"C12orf66"	7.55555555555556	8.35714285714286	0	0	0	0	12.0909090909091	14.3076923076923	0	3.21428571428571	0	0	0
"C10orf53"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf90"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BAG1"	9.66666666666667	56.4285714285714	0	10.0714285714286	47	0	24.5454545454545	3.23076923076923	56.3125	1	45.4	3.57142857142857	105.666666666667
"ADAMTS7"	0	0	0	0	0	2.875	5.27272727272727	0	8.375	0	0	0	0
"AMZ2P1"	9.44444444444444	27.1428571428571	25	20.4285714285714	26.7	0	0	45.5384615384615	22.75	40.8571428571429	0	0	2
"ASZ1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTL7A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AVPR2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAMTS1"	0	0	0	2.5	16.7	112.375	0.636363636363636	35.6923076923077	7.3125	0.5	0	0	0
"C10orf68"	0.666666666666667	0	0	0	19.3	12.25	1	0	0	0	0	0	0
"ADCK4"	0	0	0	2.78571428571429	0	0	0	3.07692307692308	0	0	0	0	0
"ARMCX4"	6.22222222222222	28.4285714285714	5.28571428571429	1.71428571428571	0	0	6	2.92307692307692	2	36.3571428571429	1.2	0	0
"ADORA2B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGAP3"	4.88888888888889	27.5714285714286	0	0.642857142857143	0	0	25.9090909090909	0	0	0	20.2	0	0
"ATOH8"	0	0	0	0	0	9.375	0	0	4.25	1.28571428571429	0	0	0
"AP1G2"	52.3333333333333	31.0714285714286	0	3.71428571428571	0	6.75	0	10	73.125	0	0.2	0	0.333333333333333
"ACOT12"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf64"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANO4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD53"	0	0	0	1.57142857142857	0	0	0	0	0	0	0	0	0
"ACP2"	0	20.8571428571429	0	0	0	0	0	0	0.625	0	5.6	0	0
"ARL6IP4"	92.3333333333333	22.2857142857143	62.1428571428571	54.4285714285714	50.8	69.375	6.90909090909091	57.6153846153846	19.125	2.21428571428571	35.8	60.5714285714286	53.3333333333333
"ARHGEF10L"	3.77777777777778	14.4285714285714	0	2.07142857142857	0	0	0	1	0.0625	0	2.4	0	0
"ANKRD32"	6.11111111111111	10.7857142857143	19.4285714285714	1.71428571428571	34.3	0	0	28.1538461538462	16.4375	0	8.2	2.28571428571429	0
"ADH1A"	0	0	0.142857142857143	0	0	0	0	0	21.75	0	0	0	0
"C16orf70"	16.5555555555556	0	0	12.8571428571429	0	0	0	0	9.9375	0	0	0	0
"BBX"	2.44444444444444	5.57142857142857	20	18.8571428571429	45.2	2.25	0	48.3076923076923	40.8125	3	13.2	0	99.3333333333333
"ASB7"	0.333333333333333	0	0	3.64285714285714	0	0	0	10.3846153846154	0	0	0	114.571428571429	43.3333333333333
"BDAG1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AZGP1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP44"	0	0.714285714285714	0	0	0.9	0	0	0	0	0	0	0	0
"BMS1"	60.7777777777778	60.7857142857143	0.428571428571429	24.3571428571429	55.4	0	0	21.6153846153846	17.6875	0.214285714285714	7.2	1	0.333333333333333
"C15orf43"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACSM2A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALK"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf84"	0	0	0	0	0.1	0	9.18181818181818	0	0	0	0	1.28571428571429	0
"ADRA2C"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARID5A"	0	0	0	0	0	6.25	0	0	0	0	0	0	0
"AJUBA"	0	0	0	0.214285714285714	6.6	0	45.5454545454545	31.6153846153846	2.625	0	0	20	0
"ALDH1L1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP35"	22.6666666666667	5.92857142857143	0	18.0714285714286	0.1	14.625	0.0909090909090909	11	7.25	0	3.6	0.428571428571429	0
"C14orf118"	0.777777777777778	38.9285714285714	0	1.71428571428571	38.7	0	0	0	0	0	36.4	22.8571428571429	149.666666666667
"C12orf47"	18.6666666666667	27.7857142857143	118.428571428571	17.1428571428571	82.2	0	127.818181818182	7.92307692307692	17	0	0	0	0
"ADAMTSL3"	0	0	0	0	0	8.25	0.0909090909090909	0	0	176.285714285714	0	0	0
"AQP7P3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C16orf46"	2.33333333333333	0	12.1428571428571	2.35714285714286	0	0	0	0	11.25	0	0	0	0
"ABO"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP2A1"	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0
"AKR1E2"	0	0	0	5.14285714285714	0	0	5.45454545454545	0	10.0625	0	0	0.428571428571429	0
"BAP1"	0	14.8571428571429	0	1.07142857142857	0	0	0	0	0.0625	8.71428571428571	0	0	0
"AKR7A3"	0	0	0	112.785714285714	0.4	0	0	3.84615384615385	0	0	0	0	0
"ARL2-SNX15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANXA10"	43.7777777777778	0	0	3.92857142857143	0	0	0	20.8461538461538	0	0	0	0	0
"ALOX12B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARF6"	15.5555555555556	16.6428571428571	8.14285714285714	17	0	2.625	20.8181818181818	37	11.0625	7.42857142857143	23	42.2857142857143	19
"BANP"	0	0	0	0.214285714285714	0	0	0	1.84615384615385	29.0625	0	0	0	1.33333333333333
"B4GALNT1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BPIFB1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCL2L14"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALG3"	21	43.8571428571429	60.2857142857143	56.7142857142857	31.3	0	36.7272727272727	97.8461538461538	20.6875	51.7142857142857	0	0	0
"ASB5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD34A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AOAH"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCO2"	0	0	0	0	0	0	0	0	0	0	17.4	0	0
"ASAP1"	4.11111111111111	28.5	0	68.7142857142857	60.2	55.75	6.72727272727273	18.9230769230769	27.125	23.8571428571429	0.4	0	28
"BRP44L"	17.1111111111111	20.4285714285714	0	25.8571428571429	100.5	0	0	76.4615384615385	15.1875	0	0	6.28571428571429	0
"BREA2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf33"	0	0	0	0	0	0	0	0.307692307692308	0	0	0	0	0
"ADCY2"	0	0	0	1.28571428571429	0	0	0	0	2.6875	0	0	0	0
"ABI3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BAGE4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf40"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGEF40"	0	1.14285714285714	3.71428571428571	9.42857142857143	25.6	57.625	0	32.7692307692308	0	4.42857142857143	15	0	0
"ATP7A"	0	0.0714285714285714	0	0	0	0	85.5454545454545	0	0	7.07142857142857	0	15.5714285714286	0
"ARSE"	0	0	0	62.5	0	0	0	8.07692307692308	44.3125	0	0	0	0
"ABHD6"	0	0	0	0	60.8	0.125	0	0	0	0	0	0	0
"ALG2"	218.555555555556	90.5714285714286	0	169.714285714286	0	1.5	0	58.6923076923077	44.0625	0	0	14.2857142857143	17
"BRI3BP"	9.44444444444444	0	0	1.78571428571429	0	0	0	0.0769230769230769	0	0	0	2.14285714285714	0
"AKAP8L"	30.7777777777778	0	0	0	12.7	0	0	3.53846153846154	1.25	0.0714285714285714	0	0	0
"BOLA1"	30.8888888888889	17.7142857142857	45.4285714285714	12.0714285714286	40.5	0	0	6.07692307692308	5.1875	0	41.2	47.1428571428571	0
"C12orf76"	11.7777777777778	29.8571428571429	0	43.7857142857143	0	0	0	41.3076923076923	24.375	0	89	0	172.333333333333
"AGER"	0	0	0	0	0	0	0	0	0.8125	0.785714285714286	0.2	31.5714285714286	0
"ARHGEF37"	24.8888888888889	0	0	0	0	0	0	0	0	0	0	0	0
"ATXN3L"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf70"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AQP3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB1"	0.111111111111111	8.71428571428571	0	1.35714285714286	0	23.75	86.5454545454545	0	0	0	0	0	0
"ACSM5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASB16"	0	0	0	3.64285714285714	0	0	0	0	0	0	0	0	0
"BEST4"	0	0	0	2.21428571428571	0	0	0	0.615384615384615	4.75	0	0	0	0
"AKNA"	0	0	38.1428571428571	0	6.5	1.5	0	1.23076923076923	3.375	0	0	0	0
"ATP5C1"	205	486.785714285714	36.5714285714286	373.928571428571	368.7	211.125	191.363636363636	397.307692307692	425.625	166.642857142857	273.4	198.142857142857	196.333333333333
"C11orf34"	0.666666666666667	0.428571428571429	0	0	0	0	0	0	0	0	0.8	0	0
"ALOX5AP"	0	0	0	2.71428571428571	0	0	0	0	7	0	0	0	0
"AANAT"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGDIB"	0	0	256.428571428571	0.0714285714285714	128.4	0	452.909090909091	0	16.375	0	0	244	0
"ARPP21"	0	0	0	0	0	0	0	0	0	0	0	0	42.6666666666667
"AGBL3"	3.55555555555556	12.4285714285714	0	0	0	0	0.181818181818182	0	9.9375	0	0	0	0
"C16orf74"	0	0	0	0	0	0	0	0	0	13.8571428571429	0	22.5714285714286	0
"ACADSB"	16.4444444444444	0	0	1	67	0	8	23.8461538461538	0	6	0	27.5714285714286	0
"APCS"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP19-SLIT1"	0	0	0	0	0	0	0	0	0	0	4.2	0	0
"AK8"	0	0	1.28571428571429	0	0	0	0	0.692307692307692	0.125	0	0	0	0
"B4GALNT4"	2.88888888888889	10.9285714285714	0	0	0	0	0	0	0	15.4285714285714	2.2	0	8.33333333333333
"ARMC7"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BAZ2B"	102.222222222222	163.214285714286	0	38	20.6	19.75	0	43.0769230769231	52.3125	34	168.2	20.4285714285714	149.666666666667
"ACSL4"	0	7.07142857142857	64.7142857142857	18.1428571428571	0	0	0	0	0	0	49.4	0	0
"AQPEP"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BPHL"	96.4444444444444	67	0	9.92857142857143	0	0	0	0	42.1875	0	1.2	26	101.333333333333
"APLP1"	65.4444444444444	29.8571428571429	0	3.5	0	0	0	1.92307692307692	0	0	71.8	0	29.3333333333333
"BYSL"	70.2222222222222	0	0	12.2142857142857	0	0	17.4545454545455	0	0	26.1428571428571	0	0	0
"ARHGEF7"	0.111111111111111	0	0	0	122.4	0	263.909090909091	0.692307692307692	14.0625	47.7857142857143	46.6	67.4285714285714	0
"ACAD8"	1.77777777777778	0	0	29	0	0	0	37.5384615384615	0.1875	0	0	0	176.333333333333
"ACBD4"	0	0	0	0	0	0	0	0	0.5625	0	0	0	0
"ATP6V1G1"	228.111111111111	535.214285714286	204.428571428571	96.2142857142857	82.7	106.375	182.727272727273	115.076923076923	247.75	158.428571428571	286.8	127.857142857143	353.666666666667
"ARPC5L"	7.22222222222222	71.4285714285714	7.42857142857143	15.5	34.6	0	26.2727272727273	15.4615384615385	18.875	0	25.8	36.4285714285714	73
"C11orf49"	56.8888888888889	54.9285714285714	30.7142857142857	27.9285714285714	48.6	46.5	0	10	27.0625	26.1428571428571	19.8	42.5714285714286	37.6666666666667
"ADAM21"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRF2"	0	0	0	0	0	0	0	23.0769230769231	0	45.9285714285714	0	0	0
"C10orf128"	0	0	11.2857142857143	0	0	0	0	0	0	0	0	0	0
"ALDH5A1"	20.5555555555556	0	0	3.85714285714286	0	0	0	0	0.25	0	75	0	115
"ADAMTS3"	0	0	77	0	0	2.5	0	0	0	0	0	0	0
"ABTB1"	0	0	0	0	3.8	0	0	0	0	0.714285714285714	0	0	0
"ABHD16B"	0	0	0	0	0	0	0	1.23076923076923	0	0	0	0	0
"ACBD7"	2.44444444444444	4.21428571428571	0	0	0	0	0	3.15384615384615	0	0	0	0	0
"ACCS"	0	0	0	9.07142857142857	0	0	1.45454545454545	0	0	0	25.8	0	0
"BLOC1S1-RDH5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APBB1IP"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRD2"	1.11111111111111	3.5	33.2857142857143	6.64285714285714	0	49.5	0.272727272727273	12.3846153846154	6.1875	59	0	11.7142857142857	17
"C14orf37"	0	0.428571428571429	0	0	0	0	0	0	0	17.5714285714286	0	0	0
"ANP32AP1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACRV1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD26P3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BARHL1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACER2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf10"	86.8888888888889	160.857142857143	177.285714285714	182.285714285714	57.4	95.125	104.636363636364	203.307692307692	79.875	99.7142857142857	82.6	77.5714285714286	76.3333333333333
"C11orf35"	0	0	0	0	0	0	0	0	0	0	0	0	0
"B3GNT2"	0	11.4285714285714	0	39.9285714285714	0.1	0	58.2727272727273	3.69230769230769	13.75	0	0	33.1428571428571	45.3333333333333
"ATG2B"	41.4444444444444	5.21428571428571	0	41.7142857142857	26.6	0	49.4545454545455	0	1.625	32.3571428571429	1.8	70.2857142857143	0
"ACTR2"	35.7777777777778	57.3571428571429	12.5714285714286	80.4285714285714	14.2	4.5	15.1818181818182	49.0769230769231	18.5625	1.92857142857143	10.2	23.4285714285714	163
"C16orf82"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASCL3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BRD1"	3.44444444444444	1.85714285714286	0	0	0	0	0	14.0769230769231	0.125	9.35714285714286	3.8	0	0
"BCL2L2"	0	0	0	1.85714285714286	0	0	0	4.15384615384615	2.6875	0	0	0	0
